"filename", "language", "pip requirements", "PostCSS", "JavaScript", "HTML", "Python", "comment", "blank", "total"
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\recuperar.html", "HTML", 0, 0, 0, 67, 0, 0, 12, 79
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\recuperar.js", "JavaScript", 0, 0, 28, 0, 0, 0, 8, 36
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\recuperarfrontcontra.html", "HTML", 0, 0, 0, 101, 0, 4, 15, 120
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\registrar.css", "PostCSS", 0, 247, 0, 0, 0, 0, 36, 283
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\registrar.html", "HTML", 0, 0, 0, 101, 0, 0, 18, 119
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\registrar.js", "JavaScript", 0, 0, 183, 0, 0, 23, 36, 242
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\restablecer.css", "PostCSS", 0, 271, 0, 0, 0, 2, 36, 309
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\restablecercontra.html", "HTML", 0, 0, 0, 124, 0, 5, 21, 150
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\style.css", "PostCSS", 0, 664, 0, 0, 0, 29, 111, 804
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\verperfil.css", "PostCSS", 0, 482, 0, 0, 0, 17, 68, 567
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\verperfil.html", "HTML", 0, 0, 0, 95, 0, 0, 14, 109
"c:\Users\hp\Desktop\PROYECTO COMPLETO\FRONT-END\usuario\verperfil.js", "JavaScript", 0, 0, 111, 0, 0, 20, 14, 145
"c:\Users\hp\Desktop\PROYECTO COMPLETO\requirements.txt", "pip requirements", 31, 0, 0, 0, 0, 0, 0, 31
"Total", "-", 31, 10047, 3156, 2658, 1818, 880, 2789, 21379
